MuseumList_20251106,,,,,,
名称,都道府県,市区町村,登録状況,設置者,館種,公式HP
大川美術館,群馬県,桐生市,登録博物館,公益財団法人,美術,http://okawamuseum.jp/
竹久夢二伊香保記念館,群馬県,渋川市,登録博物館,公益財団法人,美術,http://yumeji.or.jp/
原美術館 ARC,群馬県,渋川市,登録博物館,公益財団法人,美術,https://www.haramuseum.or.jp/jp/arc/
かみつけの里博物館,群馬県,高崎市,登録博物館,市区町村立,歴史,https://www.city.takasaki.gunma.jp/site/cultural-assets/1407.html
群馬県立近代美術館,群馬県,高崎市,登録博物館,都道府県立,美術,https://mmag.pref.gunma.jp/
群馬県立土屋文明記念文学館,群馬県,高崎市,登録博物館,都道府県立,歴史,https://bungaku.pref.gunma.jp/
群馬県立歴史博物館,群馬県,高崎市,登録博物館,都道府県立,歴史,https://grekisi.pref.gunma.jp/
群馬県立館林美術館,群馬県,館林市,登録博物館,都道府県立,美術,http://www.gmat.pref.gunma.jp/
天一美術館,群馬県,利根郡みなかみ町,登録博物館,公益財団法人,美術,http://tenichi-museum.com/
群馬県立自然史博物館,群馬県,富岡市,登録博物館,都道府県立,科学,http://www.gmnh.pref.gunma.jp/
富岡市立美術博物館・福沢一郎記念美術館,群馬県,富岡市,登録博物館,市区町村立,美術,https://www.city.tomioka.lg.jp/www/genre/1387242529968/index.html
岩宿博物館,群馬県,みどり市,登録博物館,市区町村立,歴史,https://www.city.midori.gunma.jp/iwajuku/
富弘美術館,群馬県,みどり市,登録博物館,市区町村立,美術,https://www.city.midori.gunma.jp/tomihiro/
みどり市大間々博物館（コノドント館）,群馬県,みどり市,登録博物館,市区町村立,総合,https://www.city.midori.gunma.jp/conodont/
高崎市タワー美術館,群馬県,高崎市,指定施設,市区町村立,美術,https://www.city.takasaki.gunma.jp/site/tower/
高崎市美術館,群馬県,高崎市,指定施設,市区町村立,美術,https://www.city.takasaki.gunma.jp/site/art-museum/
館林市立資料館,群馬県,館林市,指定施設,市区町村立,総合,https://www.city.tatebayashi.gunma.jp/sp004/
群馬サファリパーク,群馬県,富岡市,指定施設,会社,動物園,https://www.safari.co.jp/
富岡市立岡部温故館,群馬県,富岡市,指定施設,市区町村立,歴史,https://www.city.tomioka.lg.jp/www/genre/1387242518888/index.html
アーツ前橋,群馬県,前橋市,指定施設,市区町村立,美術,https://www.artsmaebashi.jp/
萩原朔太郎記念・水と緑と詩のまち前橋文学館,群馬県,前橋市,指定施設,市区町村立,歴史,https://www.maebashibungakukan.jp/
◎朝霞市博物館,埼玉県,朝霞市,登録博物館,市区町村立,歴史,https://www.city.asaka.lg.jp/soshiki/42/museum.html
入間市博物館（ＡＬＩＴ）,埼玉県,入間市,登録博物館,市区町村立,総合,https://www.alit.city.iruma.saitama.jp/
◎埼玉県立川の博物館,埼玉県,大里郡寄居町,登録博物館,都道府県立,総合,https://www.river-museum.jp/
◎川越市立博物館,埼玉県,川越市,登録博物館,市区町村立,歴史,https://www.city.kawagoe.saitama.jp/welcome/kankospot/hommarugotenzone/hakubutsukan/index.html
◎川越市立美術館,埼玉県,川越市,登録博物館,市区町村立,美術,https://www.city.kawagoe.saitama.jp/artmuseum/
山崎美術館,埼玉県,川越市,登録博物館,公益財団法人,美術,https://www.koedo-kameya.com/sp.html
◎行田市郷土博物館,埼玉県,行田市,登録博物館,市区町村立,総合,https://www.city.gyoda.lg.jp/soshiki/shougaigakusyubu/kyodohakubutsukan/index.html
埼玉県立さきたま史跡の博物館,埼玉県,行田市,登録博物館,都道府県立,歴史,https://sakitama-muse.spec.ed.jp/
◎熊谷市立熊谷図書館美術・郷土資料展示室,埼玉県,熊谷市,登録博物館,市区町村立,美術,https://www.kumagayacity.library.ne.jp/kyoudo/
浦和くらしの博物館民家園,埼玉県,さいたま市,登録博物館,市区町村立,歴史,https://www.city.saitama.lg.jp/004/005/004/005/003/index.html
◎埼玉県立近代美術館,埼玉県,さいたま市,登録博物館,都道府県立,美術,https://pref.spec.ed.jp/momas/
◎埼玉県立歴史と民俗の博物館,埼玉県,さいたま市,登録博物館,都道府県立,歴史,https://saitama-rekimin.spec.ed.jp/
さいたま市立浦和博物館,埼玉県,さいたま市,登録博物館,市区町村立,総合,https://www.city.saitama.lg.jp/004/005/004/005/002/index.html
さいたま市立博物館,埼玉県,さいたま市,登録博物館,市区町村立,歴史,https://www.city.saitama.lg.jp/004/005/004/005/008/index.html
鉄道博物館,埼玉県,さいたま市,登録博物館,公益財団法人,科学,https://www.railway-museum.jp/
◎狭山市立博物館,埼玉県,狭山市,登録博物館,市区町村立,総合,https://sayama-city-museum.com
◎白岡市立歴史資料館,埼玉県,白岡市,登録博物館,市区町村立,歴史,https://www.city.shiraoka.lg.jp/soshiki/kyouikubu/syougaigakusyuuka/36/bunnkazaihogo/1370.html
埼玉県立自然の博物館,埼玉県,秩父郡長瀞町,登録博物館,都道府県立,科学,https://shizen.spec.ed.jp/
◎秩父宮記念三峯山博物館,埼玉県,秩父市,登録博物館,宗教法人,歴史,https://www.mitsuminejinja.or.jp/hakubutsukan/
やまとーあーとみゅーじあむ,埼玉県,秩父市,登録博物館,一般財団法人,美術,http://www.chichibu.ne.jp/~yamato-a-t/
戸田市立郷土博物館,埼玉県,戸田市,登録博物館,市区町村立,総合,https://www.city.toda.saitama.jp/soshiki/377/
◎角川武蔵野ミュージアム,埼玉県,所沢市,登録博物館,公益財団法人,総合,https://kadcul.com/
飯能市立博物館,埼玉県,飯能市,登録博物館,市区町村立,総合,https://www.city.hanno.lg.jp/kanko_bunka_sports/museum/index.html
遠山記念館,埼玉県,比企郡川島町,登録博物館,公益財団法人,美術,https://www.e-kinenkan.com/
埼玉県立嵐山史跡の博物館,埼玉県,比企郡嵐山町,登録博物館,都道府県立,歴史,https://ranzan-shiseki.spec.ed.jp/
公益財団法人 河鍋暁斎記念美術館,埼玉県,蕨市,登録博物館,公益財団法人,美術,http://kyosai-museum.jp/
○立正大学博物館,埼玉県,熊谷市,指定施設,私立大学付属,総合,https://www.ris.ac.jp/museum/index.html
白岡市生涯学習センター歴史資料展示室（こもれびの森）,埼玉県,白岡市,指定施設,市区町村立,歴史,https://www.city.shiraoka.lg.jp/soshiki/kyouikubu/syougaigakusyuuka/36/index.html#
○跡見学園女子大学花蹊記念資料館,埼玉県,新座市,指定施設,私立大学付属,美術,https://www.atomi.ac.jp/univ/museum/
日本工業大学工業技術博物館,埼玉県,南埼玉郡宮代町,指定施設,私立大学付属,科学,https://museum.nit.ac.jp/
大原幽学記念館,千葉県,旭市,登録博物館,市区町村立,歴史,http://www.city.asahi.chiba.jp/yugaku/
◎我孫子市鳥の博物館,千葉県,我孫子市,登録博物館,市区町村立,科学,https://www.city.abiko.chiba.jp/bird-mus/index.html
千葉県立中央博物館大多喜城分館,千葉県,夷隅郡大多喜町,登録博物館,都道府県立,総合,https://www.chiba-muse.or.jp/NATURAL/sonan/
市立市川考古博物館,千葉県,市川市,登録博物館,市区町村立,歴史,https://www.city.ichikawa.lg.jp/edu14/
市立市川自然博物館,千葉県,市川市,登録博物館,市区町村立,科学,https://www.city.ichikawa.lg.jp/edu16/
市立市川歴史博物館,千葉県,市川市,登録博物館,市区町村立,歴史,https://www.city.ichikawa.lg.jp/edu14/
千葉県立現代産業科学館,千葉県,市川市,登録博物館,都道府県立,科学,http://www2.chiba-muse.or.jp/SCIENCE/
市原歴史博物館,千葉県,市原市,登録博物館,市区町村立,歴史,https://www.imuseum.jp/index.html
千葉県立房総のむら,千葉県,印旛郡栄町,登録博物館,都道府県立,歴史,http://www2.chiba-muse.or.jp/MURA/
浦安市郷土博物館,千葉県,浦安市,登録博物館,市区町村立,総合,https://assarikunn.wixsite.com/website
◎大網白里市デジタル博物館,千葉県,大網白里市,登録博物館,市区町村立,歴史,https://adeac.jp/oamishirasato-city/top/
千葉県立中央博物館分館海の博物館,千葉県,勝浦市,登録博物館,都道府県立,科学,http://www2.chiba-muse.or.jp/UMIHAKU/
伊能忠敬記念館,千葉県,香取市,登録博物館,市区町村立,歴史,https://www.city.katori.lg.jp/sightseeing/museum/
千葉県立中央博物館大利根分館,千葉県,香取市,登録博物館,都道府県立,総合,https://www.chiba-muse.or.jp/NATURAL/otone/
◎木更津市郷土博物館金のすず,千葉県,木更津市,登録博物館,市区町村立,総合,https://www.city.kisarazu.lg.jp/soshiki/kyoikuiinkai/kyodohakubutsukankinnosuzu/1/2742.html
君津市立久留里城址資料館,千葉県,君津市,登録博物館,市区町村立,歴史,https://www.city.kimitsu.lg.jp/soshiki/54/
佐倉市立美術館,千葉県,佐倉市,登録博物館,市区町村立,美術,https://www.city.sakura.lg.jp/section/museum/
塚本美術館,千葉県,佐倉市,登録博物館,公益財団法人,美術,https://www.city.sakura.lg.jp/soshiki/sakuranomiryoku/1/3036.html
航空科学博物館,千葉県,山武郡芝山町,登録博物館,公益財団法人,科学,http://www.aeromuseum.or.jp/
歴史の里芝山ミューゼアム,千葉県,山武郡芝山町,登録博物館,宗教法人,歴史,
芝山町立芝山古墳・はにわ博物館,千葉県,山武郡芝山町,登録博物館,市区町村立,歴史,https://www.haniwakan.com/
袖ケ浦市郷土博物館,千葉県,袖ケ浦市,登録博物館,市区町村立,総合,https://www.city.sodegaura.lg.jp/soshiki/hakubutsukan/
館山市立博物館,千葉県,館山市,登録博物館,市区町村立,歴史,https://www.city.tateyama.chiba.jp/hakubutukan/page100065.html
千葉県立中央博物館,千葉県,千葉市,登録博物館,都道府県立,総合,http://www2.chiba-muse.or.jp/NATURAL/
千葉県立美術館,千葉県,千葉市,登録博物館,都道府県立,美術,http://www2.chiba-muse.or.jp/ART/
◎千葉市動物公園,千葉県,千葉市,登録博物館,市区町村立,動物園,https://www.city.chiba.jp/zoo/
千葉市立加曽利貝塚博物館,千葉県,千葉市,登録博物館,市区町村立,歴史,https://www.city.chiba.jp/kasori/
千葉市立郷土博物館,千葉県,千葉市,登録博物館,市区町村立,総合,https://www.city.chiba.jp/kyodo/
◎流山市立博物館,千葉県,流山市,登録博物館,市区町村立,歴史,https://www.city.nagareyama.chiba.jp/life/1001780/1001785/index.html
成田山書道美術館,千葉県,成田市,登録博物館,公益財団法人,美術,https://www.naritashodo.jp/
成田山霊光館,千葉県,成田市,登録博物館,公益財団法人,歴史,
上花輪歴史館,千葉県,野田市,登録博物館,公益財団法人,歴史,
千葉県立関宿城博物館,千葉県,野田市,登録博物館,都道府県立,歴史,http://www2.chiba-muse.or.jp/SEKIYADO/
野田市郷土博物館,千葉県,野田市,登録博物館,市区町村立,総合,http://noda-muse.jp/
茂木本家美術館,千葉県,野田市,登録博物館,公益財団法人,美術,http://www.momoa.jp/
鋸山美術館,千葉県,富津市,登録博物館,公益財団法人,美術,https://nokogiriyama.com/
船橋市郷土資料館,千葉県,船橋市,登録博物館,市区町村立,総合,https://www.city.funabashi.lg.jp/shisetsu/bunka/0001/0005/0001/p011081.html
船橋市飛ノ台史跡公園博物館,千葉県,船橋市,登録博物館,市区町村立,歴史,https://www.city.funabashi.lg.jp/shisetsu/bunka/0001/0006/0001/p036786.html
松戸市戸定歴史館,千葉県,松戸市,登録博物館,市区町村立,歴史,https://www.city.matsudo.chiba.jp/tojo/
◎松戸市立博物館,千葉県,松戸市,登録博物館,市区町村立,歴史,https://www.city.matsudo.chiba.jp/m_muse/
茂原市立美術館・郷土資料館,千葉県,茂原市,登録博物館,市区町村立,美術,https://www.city.mobara.chiba.jp/soshiki/13-10-0-0-0_1.html
八千代市立郷土博物館,千葉県,八千代市,登録博物館,市区町村立,総合,https://www.city.yachiyo.lg.jp/soshiki/81
和洋女子大学文化資料館,千葉県,市川市,指定施設,私立大学付属,歴史,https://www.wayo.ac.jp/facilities_campus/museum
鴨川シーワールド,千葉県,鴨川市,指定施設,会社,水族館,https://www.kamogawa-seaworld.jp/
千葉大学海洋バイオシステム研究センター付属水族館,千葉県,鴨川市,指定施設,国立大学法人,科学,
DIC川村記念美術館,千葉県,佐倉市,指定施設,会社,美術,https://kawamura-museum.dic.co.jp/
千葉経済大学　地域経済博物館,千葉県,千葉市,指定施設,私立大学付属,歴史,https://www.cku.ac.jp/local/museum/
千葉市美術館,千葉県,千葉市,指定施設,市区町村立,美術,https://www.ccma-net.jp/
城西国際大学水田美術館,千葉県,東金市,指定施設,私立大学付属,美術,https://www.jiu.ac.jp/museum/
宗吾霊宝殿,千葉県,成田市,指定施設,宗教法人,歴史,https://www.hokuso-4cities.com/spots/detail/215/
日本大学理工学部科学技術史料センター,千葉県,船橋市,指定施設,私立大学付属,科学,https://www.museum.cst.nihon-u.ac.jp/
家具の博物館,東京都,昭島市,登録博物館,一般財団法人,歴史,https://www.kaguhaku.or.jp/
足立区立郷土博物館,東京都,足立区,登録博物館,市区町村立,総合,https://www.city.adachi.tokyo.jp/hakubutsukan/
石洞美術館,東京都,足立区,登録博物館,公益財団法人,美術,http://sekido-museum.jp/
日本書道美術館,東京都,板橋区,登録博物館,公益財団法人,美術,http://shodo-bijutsukan.or.jp/
地下鉄博物館,東京都,江戸川区,登録博物館,公益財団法人,歴史,https://www.chikahaku.jp/
青梅市郷土博物館,東京都,青梅市,登録博物館,市区町村立,総合,https://www.city.ome.tokyo.jp/site/provincial-history-museum/
青梅市立美術館　青梅市立小島善太郎美術館,東京都,青梅市,登録博物館,市区町村立,美術,https://www.city.ome.tokyo.jp/site/art-museum/
葛飾区郷土と天文の博物館,東京都,葛飾区,登録博物館,市区町村立,総合,https://www.museum.city.katsushika.lg.jp/
◎大谷美術館,東京都,北区,登録博物館,公益財団法人,美術,http://www.otanimuseum.or.jp/kyufurukawatei/
◎紙の博物館,東京都,北区,登録博物館,公益財団法人,総合,https://papermuseum.jp/ja/
渋沢史料館,東京都,北区,登録博物館,公益財団法人,歴史,https://www.shibusawa.or.jp/museum/
